ticker,date,price,eps,pe_ratio,net_income,total_assets,shareholders_equity,total_debt,roe,roa,debt_to_equity,market_cap,shares_outstanding
AAPL,2025-05-02,205.35,1.65,124.45454545454545,24780000000.0,331233000000.0,66796000000.0,92200000000.0,0.3709802982214504,0.07481138654663032,1.3803221749805377,3083983636363.6367,15018181818.18182
AAPL,2025-01-31,236.0,2.41,97.9253112033195,36330000000.0,344085000000.0,66758000000.0,94800000000.0,0.5442044399173133,0.10558437595361611,1.4200545253003385,3557626556016.597,15074688796.680496
AAPL,2024-11-01,222.91,6.11,36.48281505728314,93736000000.0,364980000000.0,56950000000.0,96662000000.0,1.6459350307287095,0.25682503150857583,1.6973134328358208,3419753152209.4927,15341407528.641571
AAPL,2024-08-02,219.86,1.4,157.04285714285717,21448000000.0,331612000000.0,66708000000.0,98300000000.0,0.32152065719254064,0.06467799717742422,1.473586376446603,3368255200000.0005,15320000000.000002
AAPL,2024-05-03,183.38,1.53,119.85620915032679,23636000000.0,337411000000.0,74194000000.0,102600000000.0,0.3185702347898752,0.07005106531796533,1.382861147801709,2832921359477.124,15448366013.071896
AAPL,2024-02-02,185.85,2.19,84.86301369863014,33916000000.0,353514000000.0,74100000000.0,106000000000.0,0.45770580296896085,0.09593962332467738,1.4304993252361673,2878213972602.7397,15486757990.86758
AAPL,2023-11-03,176.65,6.16,28.676948051948052,96995000000.0,352583000000.0,62146000000.0,105103000000.0,1.5607601454639075,0.27509834563776475,1.6912271103530396,2781520576298.7017,15745941558.441559
AAPL,2023-08-04,181.99,1.27,143.2992125984252,19881000000.0,335038000000.0,60274000000.0,105300000000.0,0.32984371370740284,0.059339537604689616,1.7470219331718486,2848931645669.2915,15654330708.661417
AAPL,2023-05-05,173.57,1.53,113.44444444444444,24160000000.0,332160000000.0,62158000000.0,107600000000.0,0.38868689468773127,0.07273603082851637,1.7310724283278098,2740817777777.7773,15790849673.202614
AAPL,2023-02-03,154.5,1.89,81.74603174603175,29998000000.0,346747000000.0,56727000000.0,109400000000.0,0.5288134398082042,0.08651264466599567,1.9285349128281066,2452217460317.4604,15871957671.957672
AAPL,2022-10-28,155.74,6.15,25.32357723577236,99803000000.0,352755000000.0,50672000000.0,,1.9695887275023682,0.2829244092925685,,2527368978861.7886,16228130081.300812
AAPL,2022-07-29,162.51,1.2,135.425,19442000000.0,336309000000.0,58107000000.0,108700000000.0,0.3345896363605073,0.057809930748210725,1.8706868363536235,2632932850000.0,16201666666.666668
AAPL,2022-04-29,157.65,1.54,102.37012987012987,25010000000.0,350662000000.0,67399000000.0,113000000000.0,0.37107375480348376,0.07132224193097626,1.6765827386163,2560276948051.948,16240259740.25974
AAPL,2022-01-28,170.33,2.11,80.72511848341233,34630000000.0,381191000000.0,71932000000.0,117800000000.0,0.4814269031863427,0.09084684580695766,1.6376577879108047,2795510853080.569,16412322274.881517
AAPL,2021-10-29,149.8,5.67,26.419753086419757,94680000000.0,351002000000.0,63090000000.0,,1.5007132667617689,0.26974205275183616,,2501422222222.2227,16698412698.412699
AAPL,2021-07-28,144.98,1.31,110.67175572519082,21744000000.0,329840000000.0,64280000000.0,,0.3382700684505289,0.06592287169536745,,2406446656488.5493,16598473282.442747
AAPL,2021-04-29,133.48,1.41,94.66666666666667,23630000000.0,337158000000.0,69178000000.0,,0.3415825840585157,0.07008583512774426,,2236973333333.3335,16758865248.226952
AAPL,2021-01-28,137.09,1.7,80.64117647058823,28755000000.0,354054000000.0,66224000000.0,,0.43420814206330033,0.0812164246131946,,2318837029411.7646,16914705882.352942
AAPL,2020-10-30,108.86,3.31,32.88821752265861,57411000000.0,323888000000.0,65339000000.0,,0.8786635853012749,0.1772557180259843,,1888145456193.3533,17344712990.936554
MSFT,2025-04-30,395.26,3.47,113.90778097982708,25824000000.0,562624000000.0,321891000000.0,42881000000.0,0.08022591498364354,0.045899215106358776,0.133215902277479,2941554536023.054,7442074927.95389
MSFT,2024-10-30,432.53,3.32,130.2801204819277,24667000000.0,523013000000.0,287723000000.0,45117000000.0,0.08573176284134393,0.047163263628246334,0.15680706790906532,3213619731927.7104,7429819277.108434
MSFT,2024-07-30,422.92,11.86,35.65935919055649,88136000000.0,512163000000.0,268477000000.0,44937000000.0,0.32828137978299815,0.17208583985957596,0.16737746622615718,3142873281618.887,7431365935.919056
MSFT,2024-04-25,399.04,2.95,135.26779661016948,21939000000.0,484275000000.0,253152000000.0,44907000000.0,0.08666334850208571,0.04530277218522534,0.17739144861585135,2967640189830.509,7436949152.542373
MSFT,2024-01-30,408.59,2.94,138.97619047619048,21870000000.0,470558000000.0,238268000000.0,47178000000.0,0.09178739906323971,0.04647673613029637,0.19800392834958955,3039409285714.2856,7438775510.204082
MSFT,2023-10-24,330.53,3.0,110.17666666666666,22291000000.0,445785000000.0,220714000000.0,45694000000.0,0.10099495274427539,0.05000392565923035,0.20702809971275044,2455948076666.6665,7430333333.333333
MSFT,2023-07-27,330.72,9.72,34.02469135802469,72361000000.0,411976000000.0,206223000000.0,47237000000.0,0.35088714643856406,0.175643726819038,0.2290578645446919,2462060691358.025,7444547325.1028805
MSFT,2023-04-25,275.42,2.46,111.95934959349594,18299000000.0,380088000000.0,194683000000.0,48210000000.0,0.09399382586050144,0.04814411399465387,0.24763333213480376,2048744138211.382,7438617886.178862
MSFT,2023-01-24,242.04,2.2,110.0181818181818,16425000000.0,364552000000.0,183136000000.0,48116000000.0,0.08968744539577145,0.04505530075270469,0.26273370609820024,1807048636363.636,7465909090.90909
MSFT,2022-10-25,250.66,2.35,106.66382978723404,17556000000.0,359784000000.0,173566000000.0,48622000000.0,0.10114884251523916,0.048795944233206594,0.2801355104110252,1872590195744.6807,7470638297.87234
MSFT,2022-07-28,276.41,9.7,28.495876288659797,72738000000.0,364840000000.0,166542000000.0,49781000000.0,0.4367546925099975,0.19936958666812848,0.2989095843691081,2072733049484.5364,7498762886.597939
MSFT,2022-04-26,270.22,2.23,121.17488789237669,16728000000.0,344607000000.0,162924000000.0,49926000000.0,0.10267363924283715,0.04854225247891076,0.3064373572954261,2027013524663.6772,7501345291.47982
MSFT,2022-01-25,288.49,2.5,115.396,18765000000.0,340389000000.0,160010000000.0,53258000000.0,0.11727392037997625,0.055128103434599826,0.3328416973939129,2165405940000.0,7506000000.0
MSFT,2021-10-26,310.11,2.73,113.5934065934066,20505000000.0,335418000000.0,151978000000.0,53288000000.0,0.1349208438063404,0.06113267624277767,0.35062969640342684,2329232802197.8022,7510989010.989011
MSFT,2021-07-29,286.5,8.12,35.283251231527096,61271000000.0,333779000000.0,141988000000.0,58146000000.0,0.4315223821731414,0.18356757015869782,0.4095134800123954,2161840086206.8967,7545689655.172415
MSFT,2021-04-27,261.97,2.05,127.79024390243904,15457000000.0,308879000000.0,134505000000.0,58058000000.0,0.11491766105349244,0.050042249554032484,0.43164194639604475,1975253800000.0005,7540000000.000001
MSFT,2021-01-26,232.33,2.05,113.33170731707318,15463000000.0,304137000000.0,130236000000.0,60523000000.0,0.11873061211953684,0.05084221913150981,0.46471789674130043,1752448190243.9026,7542926829.268293
MSFT,2020-10-27,213.25,1.84,115.89673913043478,13893000000.0,301001000000.0,123392000000.0,63552000000.0,0.11259238848547717,0.0461559928372331,0.5150414937759336,1610153396739.1304,7550543478.260869
GOOGL,2025-04-25,161.96,2.84,57.02816901408451,34540000000.0,475374000000.0,345267000000.0,,0.10003852091280081,0.07265858040195719,,1969752957746.479,12161971830.985916
GOOGL,2025-02-05,191.33,8.13,23.533825338253383,100118000000.0,450256000000.0,325084000000.0,12000000000.0,0.30797578472025694,0.22235794747876764,0.036913536193722236,2356159525215.252,12314637146.371462
GOOGL,2024-10-30,174.46,2.14,81.5233644859813,26301000000.0,430266000000.0,314119000000.0,,0.08372941464858859,0.061127302645340324,,2144146009345.7944,12290186915.88785
GOOGL,2024-07-24,172.63,1.91,90.38219895287958,23619000000.0,414770000000.0,300753000000.0,,0.07853288246501282,0.05694481278781011,,2134737157068.063,12365968586.387436
GOOGL,2024-04-26,171.95,1.91,90.0261780104712,23662000000.0,407350000000.0,292844000000.0,,0.08080069934845857,0.05808763962194673,,2130199424083.7698,12388481675.392672
GOOGL,2024-01-31,140.1,5.84,23.98972602739726,73795000000.0,402392000000.0,283379000000.0,14862000000.0,0.26041096905557576,0.18339082287918249,0.052445664639934504,1770321832191.7808,12636130136.986301
GOOGL,2023-10-25,125.61,1.56,80.51923076923076,19689000000.0,396711000000.0,273202000000.0,,0.07206755441028982,0.04963058750576616,,1585343134615.3845,12621153846.153845
GOOGL,2023-07-26,129.27,1.45,89.15172413793104,18368000000.0,383044000000.0,267141000000.0,,0.06875769724602364,0.047952715614916305,,1637538868965.5176,12667586206.896553
GOOGL,2023-04-26,103.71,1.18,87.88983050847457,15051000000.0,369491000000.0,260894000000.0,,0.05769009636097419,0.04073441572325172,,1322829838983.0508,12755084745.762712
GOOGL,2023-02-03,104.78,4.59,22.827886710239653,59972000000.0,365264000000.0,256144000000.0,15312000000.0,0.2341339246673746,0.16418809409084936,0.05977887438315947,1369034021786.4924,13065795206.971678
GOOGL,2022-10-26,94.93,1.07,88.7196261682243,13910000000.0,358255000000.0,253626000000.0,,0.0548445348662992,0.03882709243416003,,1234090000000.0,13000000000.0
GOOGL,2022-07-27,113.06,1.22,92.67213114754098,16002000000.0,355185000000.0,255419000000.0,,0.06264999862970257,0.04505257823387812,,1482939442622.951,13116393442.622952
GOOGL,2022-04-27,114.2945,24.9,4.590140562248997,16436000000.0,357096000000.0,254004000000.0,,0.0647076423993323,0.04602683872124023,,75443550281.12451,660080321.2851406
GOOGL,2022-02-02,148.0,113.88,1.2996136283807518,76033000000.0,359268000000.0,251635000000.0,15440000000.0,0.30215590041131,0.21163309841121392,0.06135871401037216,98813523006.6737,667658939.2342818
GOOGL,2021-10-27,146.2175,28.44,5.1412623066104075,18936000000.0,347403000000.0,244567000000.0,,0.07742663564585574,0.05450730131864146,,97354943037.97469,665822784.8101265
GOOGL,2021-07-28,136.094,27.69,4.91491513181654,18525000000.0,335387000000.0,237565000000.0,,0.07797865847241807,0.05523469901934183,,91048802816.9014,669014084.5070422
GOOGL,2021-04-28,117.952,26.63,4.429290274126925,17930000000.0,327095000000.0,230013000000.0,,0.07795211574997934,0.054815879178831836,,79417174615.09576,673300788.5843035
GOOGL,2021-02-03,102.944,59.15,1.7403888419273035,40269000000.0,319616000000.0,222544000000.0,15319000000.0,0.18094848659141563,0.12599181517821387,0.06883582572435114,70083718275.57059,680794590.0253593
GOOGL,2020-10-30,80.8055,16.55,4.8825075528700905,11247000000.0,299243000000.0,212920000000.0,,0.05282265639676874,0.03758483907727165,,54913562447.1299,679577039.2749244
AMZN,2025-05-02,189.98,1.62,117.2716049382716,17127000000.0,643256000000.0,305867000000.0,58750000000.0,0.055994925899165326,0.026625480368624624,0.19207694847760629,2008510777777.7776,10572222222.222221
AMZN,2025-02-07,229.15,5.66,40.485865724381625,59248000000.0,624894000000.0,285970000000.0,58000000000.0,0.2071825715984194,0.09481288026449286,0.2028184774626709,2398706572438.1626,10467844522.968197
AMZN,2024-11-01,197.93,1.46,135.56849315068493,15328000000.0,584626000000.0,259151000000.0,60500000000.0,0.05914698380480878,0.026218471296179095,0.2334546268391787,2077993863013.6987,10498630136.986301
AMZN,2024-08-02,167.9,1.29,130.15503875968992,13485000000.0,554818000000.0,236447000000.0,62683000000.0,0.05703180839680774,0.024305267673363155,0.2651038076186207,1755140697674.4187,10453488372.093023
AMZN,2024-05-01,179.0,1.0,179.0,10431000000.0,530969000000.0,216661000000.0,66852000000.0,0.048144336082636005,0.019645214692383173,0.3085557622276275,1867149000000.0,10431000000.0
AMZN,2024-02-02,171.81,2.95,58.24067796610169,30425000000.0,527854000000.0,201875000000.0,67182000000.0,0.15071207430340558,0.057639044129626754,0.332790092879257,1771972627118.644,10313559322.033897
AMZN,2023-10-27,127.74,0.96,133.0625,9879000000.0,486883000000.0,182973000000.0,67472000000.0,0.05399157252709416,0.020290295615168326,0.3687538598591049,1314524437500.0,10290625000.0
AMZN,2023-08-04,139.57,0.66,211.46969696969694,6750000000.0,477607000000.0,168602000000.0,67472000000.0,0.0400351122762482,0.014132958687791427,0.4001850511856324,1427420454545.4543,10227272727.272726
AMZN,2023-04-28,105.45,0.31,340.16129032258067,3172000000.0,464378000000.0,154526000000.0,69472000000.0,0.020527289905905802,0.006830642278488645,0.4495813002342648,1078991612903.2258,10232258064.516129
AMZN,2023-02-03,103.39,-0.27,-382.9259259259259,-2722000000.0,462675000000.0,146043000000.0,70542000000.0,-0.018638346240490815,-0.0058831793375479545,0.4830221236211253,1042324370370.3704,10081481481.481482
AMZN,2022-10-28,103.41,0.28,369.3214285714285,2872000000.0,428362000000.0,137489000000.0,63541000000.0,0.02088894384278015,0.006704609652583562,0.4621533359032359,1060691142857.1428,10257142857.142857
AMZN,2022-07-29,134.95,-0.2,-674.7499999999999,-2028000000.0,419728000000.0,131402000000.0,63435000000.0,-0.01543355504482428,-0.0048317005298669615,0.4827552092053393,1368393000000.0,10140000000.0
AMZN,2022-04-29,124.2815,-7.56,-16.439351851851853,-3844000000.0,410767000000.0,134001000000.0,50553000000.0,-0.028686353086917263,-0.009358103255616932,0.3772583786688159,63192868518.51852,508465608.4656085
AMZN,2022-02-04,157.6395,65.96,2.3899257125530626,33364000000.0,420549000000.0,138245000000.0,50553000000.0,0.2413396506202756,0.07933439385184604,0.36567687800643783,79737481473.62039,505821710.12735
AMZN,2021-10-29,168.6215,6.23,27.06605136436597,3156000000.0,382406000000.0,120564000000.0,51376000000.0,0.026176968249228626,0.00825300858250132,0.426130519889851,85420458105.939,506581059.39004815
AMZN,2021-07-30,166.3795,15.4,10.803863636363637,7778000000.0,360319000000.0,114803000000.0,51762000000.0,0.06775084274801181,0.02158642758222575,0.45087671924949696,84032451363.63637,505064935.064935
AMZN,2021-04-30,173.371,16.09,10.775077688004973,8107000000.0,323077000000.0,103320000000.0,33227000000.0,0.07846496322106078,0.025093089263550174,0.3215931087882307,87353554816.65631,503853325.0466128
AMZN,2021-02-03,165.6265,42.64,3.884298780487805,21331000000.0,321195000000.0,93404000000.0,33174000000.0,0.22837351719412444,0.06641137004000686,0.355166802278275,82855977286.58537,500257973.7335835
AMZN,2020-10-30,151.8075,12.63,12.01959619952494,6331000000.0,282179000000.0,82775000000.0,33288000000.0,0.07648444578677137,0.022436113247265035,0.4021504077318031,76096063539.1924,501266825.0197941
META,2025-05-01,572.21,6.59,86.8300455235205,16644000000.0,280213000000.0,185029000000.0,,0.0899534667538602,0.059397672484859734,,1445199277693.475,2525644916.5402126
META,2025-01-30,687.0,24.61,27.91548151158066,62360000000.0,276054000000.0,182637000000.0,28826000000.0,0.34144231453648494,0.22589783158367566,0.157832202675252,1740809427062.17,2533929297.033726
META,2024-10-31,567.58,6.2,91.54516129032258,15688000000.0,256408000000.0,164529000000.0,28823000000.0,0.09535097156124452,0.061183738416898066,0.17518492180709783,1436160490322.5806,2530322580.645161
META,2024-08-01,497.74,5.31,93.73634651600754,13465000000.0,230238000000.0,156763000000.0,,0.08589399284269886,0.058482961109808114,,1262159905838.0415,2535781544.2561207
META,2024-04-25,441.38,4.86,90.81893004115226,12369000000.0,222844000000.0,149529000000.0,,0.08271973998354834,0.05550519646030407,,1123339345679.0122,2545061728.3950615
META,2024-02-02,474.99,15.19,31.269914417379855,39098000000.0,229623000000.0,153168000000.0,18385000000.0,0.25526219575890524,0.1702703997421861,0.12003159928966886,1222591113890.7175,2573930217.2481894
META,2023-10-26,288.35,4.5,64.07777777777778,11583000000.0,216274000000.0,142873000000.0,18383000000.0,0.08107200100788813,0.05355706187521385,0.12866671799430263,742212900000.0,2574000000.0
META,2023-07-27,311.71,3.03,102.87458745874588,7788000000.0,206688000000.0,134033000000.0,18382000000.0,0.058105093521744644,0.03767998142127264,0.13714532988144712,801187287128.7129,2570297029.7029705
META,2023-04-27,238.56,2.21,107.94570135746606,5709000000.0,184491000000.0,124795000000.0,9925000000.0,0.04574702512119876,0.030944598923524726,0.07953042990504428,616262009049.7738,2583257918.5520363
META,2023-02-02,188.77,8.63,21.87369640787949,23200000000.0,185727000000.0,125713000000.0,,0.18454734196145187,0.12491452508251358,,507469756662.80414,2688296639.6292
META,2022-10-27,97.94,1.64,59.71951219512195,4395000000.0,178894000000.0,124094000000.0,,0.0354167002433639,0.024567621049336477,,262467256097.561,2679878048.780488
META,2022-07-28,160.72,2.47,65.06882591093117,6687000000.0,169779000000.0,125767000000.0,,0.05316975041147519,0.03938649656317919,,435115238866.39667,2707287449.392712
JNJ,2025-04-23,155.38,4.57,34.0,10999000000.0,193671000000.0,78109000000.0,,0.14081603912481278,0.05679218881505233,,373966000000.0,2406783369.8030634
JNJ,2025-02-13,157.25,5.84,26.9263698630137,14066000000.0,180104000000.0,71490000000.0,32400000000.0,0.19675479087984332,0.07809932039266201,0.45321023919429293,378746318493.1507,2408561643.8356166
JNJ,2024-10-23,165.86,1.12,148.08928571428572,2694000000.0,178287000000.0,70158000000.0,,0.03839904216197725,0.015110467953356105,,398952535714.2857,2405357142.8571424
JNJ,2024-07-25,159.64,1.95,81.86666666666666,4686000000.0,181088000000.0,71538000000.0,,0.06550364841063491,0.025876921717617955,,383627199999.99994,2403076923.076923
JNJ,2024-05-01,151.18,1.35,111.98518518518519,3255000000.0,171966000000.0,70020000000.0,,0.04648671808054841,0.018928160217717455,,364511777777.77783,2411111111.111111
JNJ,2024-02-16,156.55,13.88,11.278818443804035,35153000000.0,167558000000.0,68774000000.0,27350000000.0,0.511137930031698,0.20979601093352748,0.39767935557041906,396484304755.0432,2532636887.608069
JNJ,2023-10-27,145.6,10.32,14.108527131782944,26028000000.0,166061000000.0,71228000000.0,,0.36541809400797437,0.1567375843816429,,367216744186.0465,2522093023.255814
JNJ,2023-07-31,167.53,1.98,84.61111111111111,5144000000.0,191686000000.0,75149000000.0,,0.06845067798640035,0.026835553978903,,435239555555.55554,2597979797.979798
JNJ,2023-04-28,163.7,-0.03,-5456.666666666666,-68000000.0,195969000000.0,70869000000.0,,-0.0009595168550424022,-0.00034699365716006104,,371053333333.3334,2266666666.666667
JNJ,2022-02-17,166.19,7.93,20.957124842370746,20878000000.0,182018000000.0,74023000000.0,32116000000.0,0.28204747173175904,0.1147029414673274,0.43386515002093945,437542852459.01636,2632786885.2459016
JNJ,2021-10-29,162.88,1.39,117.17985611510792,3667000000.0,179228000000.0,70272000000.0,,0.05218294626593807,0.0204599727721115,,429698532374.1007,2638129496.402878
JNJ,2021-07-29,172.18,2.38,72.34453781512606,6278000000.0,176440000000.0,69580000000.0,,0.09022707674619143,0.03558150079347087,,454179008403.3614,2637815126.0504203
JNJ,2021-04-30,162.73,2.35,69.24680851063829,6197000000.0,172557000000.0,65834000000.0,,0.09413069234741926,0.03591277085252989,,429122472340.4255,2637021276.5957446
JNJ,2021-02-22,161.87,5.59,28.95706618962433,14714000000.0,174894000000.0,63278000000.0,,0.23252947311861943,0.08413095932393336,,426074271914.1324,2632200357.781753
JNJ,2020-10-23,145.24,1.35,107.58518518518518,3554000000.0,170693000000.0,64473000000.0,,0.055123850293921486,0.020821006133819195,,382357748148.14813,2632592592.5925922
PFE,2025-05-05,23.87,0.52,45.90384615384615,2973000000.0,208028000000.0,90338000000.0,,0.032909738980274085,0.014291345395812102,,136472134615.38463,5717307692.307693
PFE,2025-02-27,26.1,1.42,18.380281690140848,8062000000.0,213396000000.0,88203000000.0,,0.09140278675328503,0.03777952726386624,,148181830985.9155,5677464788.732394
PFE,2024-11-04,27.76,0.79,35.139240506329116,4473000000.0,219476000000.0,92286000000.0,,0.04846889018919446,0.020380360494997175,,157177822784.81012,5662025316.455696
PFE,2024-08-05,29.74,0.01,2974.0,48000000.0,216193000000.0,87700000000.0,,0.0005473204104903079,0.00022202383980979957,,142752000000.0,4800000000.0
PFE,2024-05-08,28.27,0.55,51.4,3123000000.0,221095000000.0,92282000000.0,,0.03384191933421469,0.014125149822474502,,160522200000.0,5678181818.181818
PFE,2024-02-22,27.55,0.38,72.5,2158000000.0,226501000000.0,89014000000.0,,0.02424337744624441,0.00952755175473839,,156455000000.0,5678947368.421053
PFE,2023-11-08,30.82,-0.42,-73.38095238095238,-2376000000.0,215021000000.0,96934000000.0,,-0.024511523304516475,-0.011050083480218211,,174353142857.14288,5657142857.142858
PFE,2023-08-09,35.84,0.41,87.41463414634147,2338000000.0,220168000000.0,99019000000.0,,0.02361163009119462,0.010619163547836197,,204375414634.1464,5702439024.3902445
